"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-20 14:00","2023","10","20","14:00","13.7","","0.2","","40","","0.0","","31","","14","","","","94.06","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-20 15:00","2023","10","20","15:00","13.2","","-1.2","","37","","0.0","","34","","17","","","","94.11","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-20 16:00","2023","10","20","16:00","12.9","","-0.5","","40","","0.0","","33","","10","","","","94.14","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-20 17:00","2023","10","20","17:00","11.1","","-0.8","","44","","0.0","","33","","8","","","","94.19","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-20 18:00","2023","10","20","18:00","8.9","","-1.4","","48","","0.0","","28","","2","","","","94.24","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-20 19:00","2023","10","20","19:00","7.6","","-1.7","","51","","0.0","","25","","3","","","","94.26","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-20 20:00","2023","10","20","20:00","5.3","","-2.3","","58","","0.0","","20","","6","","","","94.29","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-20 21:00","2023","10","20","21:00","6.6","","-2.3","","53","","0.0","","19","","6","","","","94.32","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-20 22:00","2023","10","20","22:00","6.0","","-2.4","","55","","0.0","","20","","3","","","","94.33","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-20 23:00","2023","10","20","23:00","0.5","","-2.7","","79","","0.0","","","","0","","","","94.34","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-21 00:00","2023","10","21","00:00","-0.3","","-2.8","","83","","0.0","","20","","5","","","","94.33","","","","-2","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-21 01:00","2023","10","21","01:00","1.8","","-2.4","","73","","0.0","","19","","6","","","","94.30","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-21 02:00","2023","10","21","02:00","-0.8","","-3.2","","84","","0.0","","21","","4","","","","94.30","","","","-2","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-21 03:00","2023","10","21","03:00","-0.3","","-2.4","","86","","0.0","","22","","5","","","","94.26","","","","-2","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-21 04:00","2023","10","21","04:00","-2.7","","-4.1","","90","","0.0","","24","","7","","","","94.23","","","","-6","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-21 05:00","2023","10","21","05:00","-1.6","","-3.1","","90","","0.0","","25","","3","","","","94.21","","","","-3","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-21 06:00","2023","10","21","06:00","-1.1","","-2.5","","90","","0.0","","24","","3","","","","94.18","","","","-2","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-21 07:00","2023","10","21","07:00","-0.5","","-1.9","","90","","0.0","","24","","4","","","","94.12","","","","-2","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-21 08:00","2023","10","21","08:00","-0.3","","-1.2","","94","","0.0","","31","","2","","","","94.08","","","","-1","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-21 09:00","2023","10","21","09:00","5.1","","0.9","","74","","0.0","","19","","12","","","","94.06","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-21 10:00","2023","10","21","10:00","5.3","","0.9","","73","","0.0","","20","","9","","","","94.02","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-21 11:00","2023","10","21","11:00","6.3","","1.7","","72","","0.0","","18","","14","","","","93.94","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-21 12:00","2023","10","21","12:00","7.1","","1.6","","68","","0.0","","20","","7","","","","93.89","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-21 13:00","2023","10","21","13:00","8.0","","1.7","","64","","0.0","","21","","2","","","","93.82","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-21 14:00","2023","10","21","14:00","7.2","","2.7","","73","","0.0","","5","","7","","","","93.81","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-21 15:00","2023","10","21","15:00","8.4","","2.6","","67","","0.0","","2","","5","","","","93.78","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-21 16:00","2023","10","21","16:00","6.7","","2.0","","72","","0.0","","33","","12","","","","93.83","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-21 17:00","2023","10","21","17:00","6.2","","1.2","","70","","0.0","","33","","11","","","","93.85","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-21 18:00","2023","10","21","18:00","5.6","","0.9","","72","","0.0","","33","","8","","","","93.93","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-21 19:00","2023","10","21","19:00","5.1","","0.7","","73","","0.0","","32","","11","","","","93.97","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-21 20:00","2023","10","21","20:00","3.9","","0.2","","77","","0.0","","33","","15","","","","94.04","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-21 21:00","2023","10","21","21:00","3.1","","-0.7","","76","","0.0","","36","","21","","","","94.11","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-21 22:00","2023","10","21","22:00","2.0","","-0.8","","82","","0.0","","35","","19","","","","94.17","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-21 23:00","2023","10","21","23:00","1.4","","-1.0","","84","","0.0","","36","","18","","","","94.21","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-22 00:00","2023","10","22","00:00","0.2","","-1.6","","88","","0.0","","2","","18","","","","94.26","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-22 01:00","2023","10","22","01:00","-1.0","","-2.8","","88","","0.0","","2","","19","","","","94.29","","","","-6","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-22 02:00","2023","10","22","02:00","-2.2","","-4.9","","82","","0.0","","1","","20","","","","94.32","","","","-8","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-22 03:00","2023","10","22","03:00","-2.8","","-5.4","","82","","0.0","","1","","14","","","","94.34","","","","-8","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-22 04:00","2023","10","22","04:00","-3.8","","-6.2","","83","","0.0","","3","","16","","","","94.33","","","","-9","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-22 05:00","2023","10","22","05:00","-3.8","","-5.9","","85","","0.0","","3","","16","","","","94.30","","","","-9","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-22 06:00","2023","10","22","06:00","-3.7","","-5.6","","86","","0.0","","6","","12","","","","94.26","","","","-8","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-22 07:00","2023","10","22","07:00","-4.2","","-6.0","","87","","0.0","","5","","14","","","","94.26","","","","-9","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-22 08:00","2023","10","22","08:00","-4.6","","-6.0","","90","","0.0","","6","","15","","","","94.24","","","","-10","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-22 09:00","2023","10","22","09:00","-4.4","","-5.8","","90","","0.0","","6","","10","","","","94.21","","","","-9","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-22 10:00","2023","10","22","10:00","-3.9","","-5.3","","90","","0.0","","7","","9","","","","94.17","","","","-8","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-22 11:00","2023","10","22","11:00","-3.6","","-5.0","","90","","0.0","","6","","11","","","","94.14","","","","-8","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-22 12:00","2023","10","22","12:00","-3.4","","-5.0","","89","","0.0","","5","","14","","","","94.08","","","","-8","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-22 13:00","2023","10","22","13:00","-3.3","","-4.9","","88","","0.0","","7","","13","","","","94.00","","","","-8","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-22 14:00","2023","10","22","14:00","-3.6","","-4.3","","95","","0.6","","3","","11","","","","94.03","","","","-8","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-22 15:00","2023","10","22","15:00","-3.9","","-4.3","","97","","0.9","","3","","12","","","","94.05","","","","-9","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-22 16:00","2023","10","22","16:00","-4.0","","-4.6","","96","","0.0","","3","","11","","","","94.10","","","","-8","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-22 17:00","2023","10","22","17:00","-4.3","","-4.7","","97","","0.4","","2","","12","","","","94.15","","","","-9","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-22 18:00","2023","10","22","18:00","-4.4","","-5.1","","95","","0.0","","2","","13","","","","94.22","","","","-9","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-22 19:00","2023","10","22","19:00","-4.5","","-5.2","","95","","0.0","","1","","13","","","","94.30","","","","-10","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-22 20:00","2023","10","22","20:00","-4.6","","-5.4","","94","","0.0","","36","","12","","","","94.36","","","","-9","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-22 21:00","2023","10","22","21:00","-4.7","","-5.8","","92","","0.0","","2","","15","","","","94.42","","","","-10","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-22 22:00","2023","10","22","22:00","-5.2","","-6.3","","92","","0.0","","3","","12","","","","94.48","","","","-10","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-22 23:00","2023","10","22","23:00","-5.5","","-6.9","","90","","0.0","","2","","11","","","","94.52","","","","-10","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-23 00:00","2023","10","23","00:00","-6.0","","-7.3","","90","","0.0","","2","","14","","","","94.54","","","","-12","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-23 01:00","2023","10","23","01:00","-6.4","","-8.1","","88","","0.0","","1","","13","","","","94.58","","","","-12","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-23 02:00","2023","10","23","02:00","-7.0","","-8.5","","89","","0.0","","2","","13","","","","94.58","","","","-13","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-23 03:00","2023","10","23","03:00","-7.9","","-9.1","","91","","0.0","","3","","9","","","","94.59","","","","-12","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-23 04:00","2023","10","23","04:00","-9.1","","-10.0","","93","","0.0","","3","","5","","","","94.61","","","","-12","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-23 05:00","2023","10","23","05:00","-10.4","","-11.1","","95","","0.0","","4","","2","","","","94.65","","","","-12","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-23 06:00","2023","10","23","06:00","-10.6","","-11.0","","97","","0.0","","5","","2","","","","94.65","","","","-12","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-23 07:00","2023","10","23","07:00","-11.4","","-11.8","","97","","0.0","","24","","1","","","","94.68","","","","-12","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-23 08:00","2023","10","23","08:00","-11.8","","-12.5","","95","","0.0","","19","","3","","","","94.71","","","","-14","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-23 09:00","2023","10","23","09:00","-10.4","","-11.0","","95","","0.0","","","","0","","","","94.73","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-23 10:00","2023","10","23","10:00","-9.3","","-9.8","","96","","0.0","","2","","5","","","","94.74","","","","-12","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-23 11:00","2023","10","23","11:00","-7.0","","-9.7","","81","","0.0","","3","","8","","","","94.72","","","","-11","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-23 12:00","2023","10","23","12:00","-6.2","","-11.3","","67","","0.0","","5","","10","","","","94.68","","","","-11","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-23 13:00","2023","10","23","13:00","-6.3","","-12.6","","61","","0.0","","7","","12","","","","94.64","","","","-11","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-23 14:00","2023","10","23","14:00","-5.9","","-12.2","","61","","0.0","","7","","7","","","","94.60","","","","-9","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-23 15:00","2023","10","23","15:00","-5.8","","-12.0","","61","","0.0","","1","","11","","","","94.58","","","","-11","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-23 16:00","2023","10","23","16:00","-5.5","","-12.0","","60","","0.0","","2","","6","","","","94.60","","","","-8","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-23 17:00","2023","10","23","17:00","-6.6","","-11.6","","68","","0.0","","0","","1","","","","94.62","","","","-7","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-23 18:00","2023","10","23","18:00","-7.4","","-12.2","","69","","0.0","","","","0","","","","94.65","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-23 19:00","2023","10","23","19:00","-9.1","","-12.3","","77","","0.0","","21","","4","","","","94.69","","","","-11","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-23 20:00","2023","10","23","20:00","-8.7","","-12.0","","77","","0.0","","22","","2","","","","94.73","","","","-10","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-23 21:00","2023","10","23","21:00","-9.7","","-12.0","","83","","0.0","","1","","2","","","","94.78","","","","-11","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-23 22:00","2023","10","23","22:00","-10.6","","-12.8","","83","","0.0","","30","","3","","","","94.83","","","","-12","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-23 23:00","2023","10","23","23:00","-11.1","","-12.3","","91","","0.0","","29","","2","","","","94.82","","","","-12","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-24 00:00","2023","10","24","00:00","-11.9","","-13.8","","85","","0.0","","23","","4","","","","94.84","","","","-14","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-24 01:00","2023","10","24","01:00","-11.8","","-13.7","","86","","0.0","","25","","3","","","","94.83","","","","-14","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-24 02:00","2023","10","24","02:00","-12.2","","-14.2","","85","","0.0","","23","","5","","","","94.85","","","","-15","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-24 03:00","2023","10","24","03:00","-12.4","","-14.8","","82","","0.0","","22","","6","","","","94.86","","","","-16","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-24 04:00","2023","10","24","04:00","-12.5","","-15.4","","79","","0.0","","21","","5","","","","94.86","","","","-16","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-24 05:00","2023","10","24","05:00","-12.6","","-15.7","","77","","0.0","","21","","6","","","","94.91","","","","-17","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-24 06:00","2023","10","24","06:00","-12.6","","-15.5","","79","","0.0","","21","","6","","","","94.91","","","","-17","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-24 07:00","2023","10","24","07:00","-12.0","","-14.7","","80","","0.0","","21","","6","","","","94.90","","","","-16","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-24 08:00","2023","10","24","08:00","-11.0","","-13.2","","83","","0.0","","22","","6","","","","94.92","","","","-15","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-24 09:00","2023","10","24","09:00","-9.3","","-11.6","","84","","0.0","","25","","6","","","","94.92","","","","-13","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-24 10:00","2023","10","24","10:00","-7.6","","-10.7","","78","","0.0","","29","","10","","","","94.92","","","","-12","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-24 11:00","2023","10","24","11:00","-6.4","","-10.9","","70","","0.0","","29","","10","","","","94.90","","","","-11","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-24 12:00","2023","10","24","12:00","-5.8","","-13.0","","57","","0.0","","29","","14","","","","94.88","","","","-11","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-24 13:00","2023","10","24","13:00","-5.7","","-12.7","","58","","0.0","","29","","16","","","","94.85","","","","-12","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-24 14:00","2023","10","24","14:00","-5.8","","-12.4","","60","","0.0","","29","","15","","","","94.84","","","","-12","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-24 15:00","2023","10","24","15:00","-6.1","","-12.2","","62","","0.0","","33","","17","","","","94.81","","","","-12","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-24 16:00","2023","10","24","16:00","-5.9","","-11.9","","63","","0.0","","31","","11","","","","94.79","","","","-11","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-24 17:00","2023","10","24","17:00","-6.1","","-11.9","","63","","0.0","","30","","9","","","","94.78","","","","-10","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-24 18:00","2023","10","24","18:00","-6.1","","-12.0","","63","","0.0","","28","","10","","","","94.79","","","","-11","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-24 19:00","2023","10","24","19:00","-6.2","","-11.8","","64","","0.0","","30","","9","","","","94.83","","","","-10","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-24 20:00","2023","10","24","20:00","-6.3","","-12.0","","64","","0.0","","30","","11","","","","94.87","","","","-11","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-24 21:00","2023","10","24","21:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-24 22:00","2023","10","24","22:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-24 23:00","2023","10","24","23:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-25 00:00","2023","10","25","00:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-25 01:00","2023","10","25","01:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-25 02:00","2023","10","25","02:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-25 03:00","2023","10","25","03:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-25 04:00","2023","10","25","04:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-25 05:00","2023","10","25","05:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-25 06:00","2023","10","25","06:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-25 07:00","2023","10","25","07:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-25 08:00","2023","10","25","08:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-25 09:00","2023","10","25","09:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-25 10:00","2023","10","25","10:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-25 11:00","2023","10","25","11:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-25 12:00","2023","10","25","12:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-25 13:00","2023","10","25","13:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-25 14:00","2023","10","25","14:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-25 15:00","2023","10","25","15:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-25 16:00","2023","10","25","16:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-25 17:00","2023","10","25","17:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-25 18:00","2023","10","25","18:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-25 19:00","2023","10","25","19:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-25 20:00","2023","10","25","20:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-25 21:00","2023","10","25","21:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-25 22:00","2023","10","25","22:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-25 23:00","2023","10","25","23:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-26 00:00","2023","10","26","00:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-26 01:00","2023","10","26","01:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-26 02:00","2023","10","26","02:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-26 03:00","2023","10","26","03:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-26 04:00","2023","10","26","04:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-26 05:00","2023","10","26","05:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-26 06:00","2023","10","26","06:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-26 07:00","2023","10","26","07:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-26 08:00","2023","10","26","08:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-26 09:00","2023","10","26","09:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-26 10:00","2023","10","26","10:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-26 11:00","2023","10","26","11:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-26 12:00","2023","10","26","12:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-26 13:00","2023","10","26","13:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-26 14:00","2023","10","26","14:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-26 15:00","2023","10","26","15:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-26 16:00","2023","10","26","16:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-26 17:00","2023","10","26","17:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-26 18:00","2023","10","26","18:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-26 19:00","2023","10","26","19:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-26 20:00","2023","10","26","20:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-26 21:00","2023","10","26","21:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-26 22:00","2023","10","26","22:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-26 23:00","2023","10","26","23:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-27 00:00","2023","10","27","00:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-27 01:00","2023","10","27","01:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-27 02:00","2023","10","27","02:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-27 03:00","2023","10","27","03:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-27 04:00","2023","10","27","04:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-27 05:00","2023","10","27","05:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-27 06:00","2023","10","27","06:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-27 07:00","2023","10","27","07:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-27 08:00","2023","10","27","08:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-27 09:00","2023","10","27","09:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-27 10:00","2023","10","27","10:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-27 11:00","2023","10","27","11:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-27 12:00","2023","10","27","12:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-27 13:00","2023","10","27","13:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-27 14:00","2023","10","27","14:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-27 15:00","2023","10","27","15:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-27 16:00","2023","10","27","16:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-27 17:00","2023","10","27","17:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-27 18:00","2023","10","27","18:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-27 19:00","2023","10","27","19:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-27 20:00","2023","10","27","20:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-27 21:00","2023","10","27","21:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-27 22:00","2023","10","27","22:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-27 23:00","2023","10","27","23:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-28 00:00","2023","10","28","00:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-28 01:00","2023","10","28","01:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-28 02:00","2023","10","28","02:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-28 03:00","2023","10","28","03:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-28 04:00","2023","10","28","04:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-28 05:00","2023","10","28","05:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-28 06:00","2023","10","28","06:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-28 07:00","2023","10","28","07:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-28 08:00","2023","10","28","08:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-28 09:00","2023","10","28","09:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-28 10:00","2023","10","28","10:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-28 11:00","2023","10","28","11:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-28 12:00","2023","10","28","12:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-28 13:00","2023","10","28","13:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-28 14:00","2023","10","28","14:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-28 15:00","2023","10","28","15:00"
